Word	uniqueID	work_time_mean	category	member	typicality_score	N_ratings
blower	blower	108333.3333	electronic device	blower	0.211538462	39
computer screen	computer_screen	86608.69565	electronic device	computer screen	0.735248447	46
joystick	joystick	84162.7907	electronic device	joystick	0.391472868	43
drill	drill	92116.27907	electronic device	drill	0.361710963	43
slot machine	slot_machine	91255.31915	electronic device	slot machine	0.29787234	47
icemaker	icemaker	96127.65957	electronic device	icemaker	0.227963526	47
blender	blender	75066.66667	electronic device	blender	0.450793651	45
toaster	toaster	85589.74359	electronic device	toaster	0.492216117	39
slicer	slicer	84421.05263	electronic device	slicer	0.101973684	38
laptop	laptop	82636.36364	electronic device	laptop	0.838068182	44
modem	modem	81760.86957	electronic device	modem	0.591614907	46
dryer	dryer	83604.65116000001	electronic device	dryer	0.447674419	43
chainsaw	chainsaw	77222.22222000001	electronic device	chainsaw	0.153703704	45
centrifuge	centrifuge	138216.2162	electronic device	centrifuge	0.113738739	37
music box	music_box	91250.0	electronic device	music box	0.21875	40
cellphone	cellphone	91177.77778	electronic device	cellphone	0.835714286	45
stereo	stereo	83866.66667	electronic device	stereo	0.675396825	45
toaster oven	toaster_oven	74086.95652	electronic device	toaster oven	0.471661491	46
curling iron	curling_iron	87085.10638	electronic device	curling iron	0.337006079	47
lamp	lamp	82909.09091	electronic device	lamp	0.5	44
iron	iron	66050.0	electronic device	iron	0.290625	40
freezer	freezer	84543.47826	electronic device	freezer	0.371506211	46
vacuum	vacuum	72166.66666999999	electronic device	vacuum	0.524234694	42
defibrillator	defibrillator	73358.97436000001	electronic device	defibrillator	0.322802198	39
jackhammer	jackhammer	118674.4186	electronic device	jackhammer	0.114202658	43
copier	copier	67219.5122	electronic device	copier	0.618902439	41
metal detector	metal_detector	87933.33333	electronic device	metal detector	0.302777778	45
generator	generator	83377.77778	electronic device	generator	0.359259259	45
tape recorder	tape_recorder	65181.81818	electronic device	tape recorder	0.421266234	44
sewing machine	sewing_machine	73044.44444	electronic device	sewing machine	0.288095238	45
electric chair	electric_chair	63088.88889	electronic device	electric chair	0.153968254	45
cash machine	cash_machine	83744.18604999999	electronic device	cash machine	0.322259136	43
tablet	tablet	105272.7273	electronic device	tablet	0.807359307	44
food processor	food_processor	81555.55556000001	electronic device	food processor	0.389285714	45
jukebox	jukebox	119065.2174	electronic device	jukebox	0.293478261	46
amplifier	amplifier	78585.36585	electronic device	amplifier	0.414198606	41
treadmill	treadmill	116063.8298	electronic device	treadmill	0.352203647	47
scanner	scanner	80212.76596	electronic device	scanner	0.534954407	47
microwave	microwave	111680.8511	electronic device	microwave	0.658181358	47
printer	printer	67354.16666999999	electronic device	printer	0.707093254	48
microphone	microphone	92173.91304	electronic device	microphone	0.457298137	46
webcam	webcam	105777.7778	electronic device	webcam	0.688095238	45
smoke alarm	smoke_alarm	100395.3488	electronic device	smoke alarm	0.259966777	43
projector	projector	69750.0	electronic device	projector	0.498139881	48
cd player	cd_player	94244.44444	electronic device	cd player	0.625396825	45
polygraph	polygraph	100659.0909	electronic device	polygraph	0.187905844	44
camera	camera2	87585.36585	electronic device	camera (film)	0.488240418	41
record player	record_player	90341.46341	electronic device	record player	0.411585366	41
hairdryer	hairdryer	111777.7778	electronic device	hairdryer	0.468253968	45
dishwasher	dishwasher	91909.09091	electronic device	dishwasher	0.488636364	44
mouse	mouse2	80600.0	electronic device	mouse (computer)	0.641964286	40
water heater	water_heater	87931.81817999999	electronic device	water heater	0.23336039	44
shredder	shredder	70911.11111	electronic device	shredder	0.378571429	45
coffeemaker	coffeemaker	68209.30233	electronic device	coffeemaker	0.507475083	43
fan	fan	83404.25532000001	electronic device	fan	0.482902736	47
washing machine	washing_machine	100772.7273	electronic device	washing machine	0.525568182	44
waffle iron	waffle_iron	94536.58537	electronic device	waffle iron	0.274390244	41
turntable	turntable	104743.5897	electronic device	turntable	0.250915751	39
refrigerator	refrigerator	78666.66666999999	electronic device	refrigerator	0.490740741	45
mixer	mixer	76731.70732	electronic device	mixer	0.412020906	41
incubator	incubator	109525.0	electronic device	incubator	0.165625	40
computer	computer	70159.09091	electronic device	computer	0.82913961	44
television	television	82612.24489999999	electronic device	television	0.79154519	49
juicer	juicer2	80666.66666999999	electronic device	juicer (electrical)	0.37755102	42
air conditioner	air_conditioner	64951.21951	electronic device	air conditioner	0.422038328	41
cooker	cooker	82088.88889	electronic device	cooker	0.366666667	45
hotplate	hotplate	111875.0	electronic device	hotplate	0.29375	40
shovel	shovel	93386.36364	tool	shovel	0.667207792	44
wire cutters	wire_cutters	97488.37209	tool	wire cutters	0.596345515	43
pencil sharpener	pencil_sharpener	72170.21277000001	tool	pencil sharpener	0.352330294	47
nail clippers	nail_clippers	71272.72727	tool	nail clippers	0.306818182	44
bottle opener	bottle_opener	80319.14894	tool	bottle opener	0.479863222	47
needle	needle	67952.38095	tool	needle	0.340136054	42
fountain pen	fountain_pen	71348.83721	tool	fountain pen	0.121345515	43
trident	trident	87880.95238	tool	trident	0.110119048	42
blowtorch	blowtorch	76547.61905	tool	blowtorch	0.569557823	42
axe	axe	65217.3913	tool	axe	0.670419255	46
rolling pin	rolling_pin	84000.0	tool	rolling pin	0.364795918	42
duster	duster	67214.28571	tool	duster	0.267431973	42
dustpan	dustpan	81369.56522	tool	dustpan	0.35300207	46
rope	rope	87574.46809	tool	rope	0.319402229	47
knife	knife	68829.78722999999	tool	knife	0.647163121	47
can opener	can_opener	77390.2439	tool	can opener	0.50029036	41
paintbrush	paintbrush	99680.85106	tool	paintbrush	0.457826748	47
air pump	air_pump	76119.04762	tool	air pump	0.447534014	42
pickax	pickax	77700.0	tool	pickax	0.574107143	40
sickle	sickle	73894.73684	tool	sickle	0.379699248	38
trowel	trowel	66925.0	tool	trowel	0.508928571	40
wrench	wrench	76309.52381	tool	wrench	0.787414966	42
crank	crank	70777.77777999999	tool	crank	0.376190476	45
cleaver	cleaver	95650.0	tool	cleaver	0.35952381	40
tongs	tongs	71488.88889	tool	tongs	0.446031746	45
funnel	funnel	63977.77778	tool	funnel	0.340079365	45
stamp	stamp2	84217.3913	tool	stamp (mark)	0.164596273	46
lighter	lighter	88170.21277000001	tool	lighter	0.289387031	47
scissors	scissors	92863.63636	tool	scissors	0.577380952	44
sweeper	sweeper	88574.46809	tool	sweeper	0.349037487	47
plunger	plunger	97644.44444	tool	plunger	0.516534392	45
clipper	clipper1	88333.33333000001	tool	clipper (for hedges)	0.568386243	45
corkscrew	corkscrew	94404.25532	tool	corkscrew	0.411854103	47
marker	marker	94255.81395	tool	marker	0.291666667	43
grater	grater	82069.76744000001	tool	grater	0.328903654	43
tool	tool	91311.11111	tool	tool	0.726984127	45
jack	jack	86476.19048	tool	jack	0.540391156	42
brush	brush	77232.55814	tool	brush	0.414451827	43
pen	pen	63659.57447	tool	pen	0.313323202	47
spatula	spatula	67608.69565	tool	spatula	0.300465839	46
scalpel	scalpel	68590.90909	tool	scalpel	0.41896645	44
poker	poker	64214.28571	tool	poker	0.306972789	42
peeler	peeler	80777.77777999999	tool	peeler	0.38968254	45
mop	mop	85545.45455000001	tool	mop	0.367694805	44
backscratcher	backscratcher	70414.63415	tool	backscratcher	0.165069686	41
ladder	ladder	75150.0	tool	ladder	0.573303571	40
curling iron	curling_iron	68478.26087	tool	curling iron	0.233048654	46
saw	saw	79583.33333000001	tool	saw	0.746279762	48
eggbeater	eggbeater	78095.2381	tool	eggbeater	0.299603175	42
tweezers	tweezers	73454.54544999999	tool	tweezers	0.444805195	44
file	file1	85261.90475999999	tool	file (tool)	0.476190476	42
nail file	nail_file	80113.63636	tool	nail file	0.325892857	44
icepick	icepick	59638.29787	tool	icepick	0.348784195	47
chainsaw	chainsaw	76260.86957	tool	chainsaw	0.669409938	46
chain	chain	74477.27273	tool	chain	0.404220779	44
wedge	wedge	77617.02128	tool	wedge	0.316869301	47
hoe	hoe	71325.0	tool	hoe	0.584077381	40
crowbar	crowbar	72948.71795	tool	crowbar	0.679334554	39
penlight	penlight	86050.0	tool	penlight	0.266964286	40
flyswatter	flyswatter	80697.67442	tool	flyswatter	0.246816168	43
ratchet	ratchet	84153.84615000001	tool	ratchet	0.656593407	39
polisher	polisher	74136.36364	tool	polisher	0.331574675	44
fork	fork	74026.31579	tool	fork	0.366541353	38
chopsticks	chopsticks	66418.60465000001	tool	chopsticks	0.155730897	43
screwdriver	screwdriver	65675.0	tool	screwdriver	0.832321429	40
jackhammer	jackhammer	100302.3256	tool	jackhammer	0.728183832	43
chisel	chisel	73418.60465000001	tool	chisel	0.665282392	43
pin	pin	78243.90244	tool	pin	0.221689895	41
hammer	hammer	69652.17391	tool	hammer	0.836827122	46
scraper	scraper	73978.7234	tool	scraper	0.575987842	47
quill	quill	76450.0	tool	quill	0.09375	40
razor	razor	66422.22222	tool	razor	0.374206349	45
broom	broom	68048.78049	tool	broom	0.399825784	41
ruler	ruler	69521.73913	tool	ruler	0.497153209	46
letter opener	letter_opener	76928.57143000001	tool	letter opener	0.31420068	42
mallet	mallet	67534.88372	tool	mallet	0.63372093	43
pencil	pencil	73409.09091	tool	pencil	0.314529221	44
gavel	gavel	62510.6383	tool	gavel	0.166160081	47
pocketknife	pocketknife	79437.5	tool	pocketknife	0.636284722	48
pliers	pliers	92534.88372	tool	pliers	0.753045404	43
soldering iron	soldering_iron	75295.45455000001	tool	soldering iron	0.486471861	44
nutcracker	nutcracker	73794.87179	tool	nutcracker	0.214438339	39
spoon	spoon	72585.36585	tool	spoon	0.277439024	41
grinder	grinder	88872.34043	tool	grinder	0.540906788	47
metal detector	metal_detector	112382.9787	tool	metal detector	0.26899696	47
match	match	87777.77777999999	tool	match	0.241137566	45
magnifying glass	magnifying_glass	76088.88889	tool	magnifying glass	0.329232804	45
sandpaper	sandpaper	83380.95238	tool	sandpaper	0.432568027	42
vacuum	vacuum	77021.73913	tool	vacuum	0.406961698	46
drill	drill	77200.0	tool	drill	0.807142857	45
pitchfork	pitchfork	84021.73913	tool	pitchfork	0.44694617	46
squeegee	squeegee	79232.55814	tool	squeegee	0.329401993	43
vise	vise	70774.19355000001	tool	vise	0.513632873	31
watering can	watering_can	65361.70213	tool	watering can	0.278495441	47
sawhorse	sawhorse	62380.95238	tool	sawhorse	0.447704082	42
ladle	ladle	76913.04348	tool	ladle	0.243012422	46
hose	hose	78209.30233	tool	hose	0.412126246	43
staple gun	staple_gun	82536.58537	tool	staple gun	0.565766551	41
blower	blower	91044.44444	tool	blower	0.463359788	45
anvil	anvil	81589.74359	tool	anvil	0.347374847	39
shears	shears	76571.42856999999	tool	shears	0.572704082	42
tape measure	tape_measure	71225.0	tool	tape measure	0.742321429	40
rake	rake	76000.0	tool	rake	0.64047619	45
punch	punch2	71868.42104999999	tool	punch (tool)	0.511278195	38
scoop	scoop	85526.31579	tool	scoop	0.273496241	38
sledgehammer	sledgehammer	97146.34146	tool	sledgehammer	0.682055749	41
magnifier	magnifier	66813.95349	tool	magnifier	0.302325581	43
cow	cow	74829.78722999999	animal	cow	0.802051672	47
seahorse	seahorse	91690.47619	animal	seahorse	0.254676871	42
dolphin	dolphin	69489.36170000001	animal	dolphin	0.549468085	47
lion	lion	72170.73171	animal	lion	0.788327526	41
orangutan	orangutan	109937.5	animal	orangutan	0.461805556	48
platypus	platypus	74622.22222	animal	platypus	0.265555556	45
chinchilla	chinchilla	92260.86957	animal	chinchilla	0.309782609	46
bat	bat1	90891.30435	animal	bat (animal)	0.461180124	46
mongoose	mongoose	80276.59574	animal	mongoose	0.305471125	47
llama	llama	74166.66666999999	animal	llama	0.511054422	42
panda	panda	71825.0	animal	panda	0.633333333	40
duckling	duckling	96568.18182	animal	duckling	0.433116883	44
stingray	stingray	66311.11111	animal	stingray	0.236904762	45
ferret	ferret	89348.83721	animal	ferret	0.416112957	43
chick	chick	79326.08696	animal	chick	0.535326087	46
squirrel	squirrel	71906.97674	animal	squirrel	0.672757475	43
pigeon	pigeon	73914.89362	animal	pigeon	0.518237082	47
giraffe	giraffe	82106.38298000001	animal	giraffe	0.662234043	47
swordfish	swordfish	71723.40426	animal	swordfish	0.254559271	47
toucan	toucan	81422.22222	animal	toucan	0.286111111	45
frog	frog	65108.69565	animal	frog	0.57492236	46
calf	calf1	98173.91304	animal	calf (cattle)	0.658850932	46
cheetah	cheetah	67536.58537	animal	cheetah	0.588414634	41
walrus	walrus	63731.70732	animal	walrus	0.347560976	41
otter	otter	78065.21739	animal	otter	0.447593168	46
gopher	gopher	71785.71429	animal	gopher	0.397222222	42
grasshopper	grasshopper	91642.85714	animal	grasshopper	0.261904762	42
leech	leech	80044.44444	animal	leech	0.06468254	45
panther	panther	81181.81817999999	animal	panther	0.565665584	44
lizard	lizard	62380.95238	animal	lizard	0.473214286	42
ram	ram	89391.30435	animal	ram	0.388586957	46
tarantula	tarantula	90459.45946	animal	tarantula	0.262065637	37
moth	moth	70613.63636	animal	moth	0.150162338	44
scallop	scallop	83232.55814	animal	scallop	0.060631229	43
goose	goose	60238.09524	animal	goose	0.512755102	42
shark	shark	70162.7907	animal	shark	0.530730897	43
rat	rat	68702.12766	animal	rat	0.612006079	47
anteater	anteater	57400.0	animal	anteater	0.372222222	45
praying mantis	praying_mantis	72787.23404	animal	praying mantis	0.166337386	47
worm	worm	74583.33333000001	animal	worm	0.2265625	48
rooster	rooster	87893.61701999999	animal	rooster	0.609042553	47
octopus	octopus	62977.77778	animal	octopus	0.363888889	45
ostrich	ostrich	69340.90909	animal	ostrich	0.432765152	44
toad	toad	106204.5455	animal	toad	0.380411255	44
cobra	cobra	78000.0	animal	cobra	0.304591837	42
coral	coral	85146.34146	animal	coral	0.021341463	41
moose	moose	108533.3333	animal	moose	0.643253968	45
flamingo	flamingo	76586.95652	animal	flamingo	0.422748447	46
boar	boar	69454.54544999999	animal	boar	0.395454545	44
earwig	earwig	79925.0	animal	earwig	0.06875	40
dog	dog	59666.66667	animal	dog	0.851955782	42
rhinoceros	rhinoceros	72777.77777999999	animal	rhinoceros	0.533835979	45
turtle	turtle	62422.22222	animal	turtle	0.626137566	45
hawk	hawk	65897.43590000001	animal	hawk	0.458424908	39
cardinal	cardinal	73825.0	animal	cardinal	0.390178571	40
whale	whale	96166.66667	animal	whale	0.519345238	48
bug	bug	81148.93617	animal	bug	0.343085106	47
crayfish	crayfish	69977.27273	animal	crayfish	0.167613636	44
mussel	mussel	82928.57143000001	animal	mussel	0.074404762	42
maggot	maggot	89700.0	animal	maggot	0.1	40
fox	fox	72261.90475999999	animal	fox	0.703571429	42
piglet	piglet	96695.65217	animal	piglet	0.583462733	46
rattlesnake	rattlesnake	57304.34783	animal	rattlesnake	0.391925466	46
oyster	oyster	60931.81818	animal	oyster	0.156655844	44
starfish	starfish	59756.75676	animal	starfish	0.231981982	37
butterfly	butterfly	93804.87805	animal	butterfly	0.277439024	41
bear	bear	74425.53191	animal	bear	0.763297872	47
leopard	leopard	82888.88889	animal	leopard	0.60542328	45
caterpillar	caterpillar	63916.66667	animal	caterpillar	0.266369048	48
groundhog	groundhog	64717.3913	animal	groundhog	0.435170807	46
chihuahua	chihuahua	56044.44444	animal	chihuahua	0.476851852	45
tadpole	tadpole	63795.45455	animal	tadpole	0.162337662	44
meerkat	meerkat	82466.66666999999	animal	meerkat	0.33531746	45
owl	owl	65022.72727	animal	owl	0.565340909	44
sloth	sloth	105909.0909	animal	sloth	0.414772727	44
lobster	lobster	99767.44186	animal	lobster	0.30620155	43
aardvark	aardvark	73357.14285999999	animal	aardvark	0.208333333	42
bird	bird	56086.95652	animal	bird	0.720108696	46
mouse	mouse1	67422.22222	animal	mouse (animal)	0.702513228	45
poodle	poodle	86333.33333000001	animal	poodle	0.63994709	45
crow	crow	66108.69565	animal	crow	0.476397516	46
manatee	manatee	90476.19048	animal	manatee	0.261904762	42
puppy	puppy	66217.3913	animal	puppy	0.794772257	46
coyote	coyote	58319.14894	animal	coyote	0.551291793	47
crab	crab	78782.6087	animal	crab	0.363354037	46
blowfish	blowfish	63931.81818	animal	blowfish	0.157061688	44
cat	cat	72951.21951	animal	cat	0.81097561	41
pig	pig	69673.46939	animal	pig	0.744533528	49
vulture	vulture	63733.33333	animal	vulture	0.267460317	45
seagull	seagull	69638.29787000001	animal	seagull	0.390197568	47
scorpion	scorpion	74000.0	animal	scorpion	0.24484127	45
clam	clam	72444.44443999999	animal	clam	0.133333333	45
chipmunk	chipmunk	78046.51163	animal	chipmunk	0.603266888	43
turkey	turkey	62909.090910000006	animal	turkey	0.569318182	44
dragonfly	dragonfly	92812.5	animal	dragonfly	0.175347222	48
gorilla	gorilla	81022.72727	animal	gorilla	0.609172078	44
hyena	hyena	69608.69565	animal	hyena	0.401785714	46
kitten	kitten	80361.70212999999	animal	kitten	0.781155015	47
ant	ant	79066.66667	animal	ant	0.331216931	45
bull	bull	73673.91304	animal	bull	0.607142857	46
weasel	weasel	70818.18182000001	animal	weasel	0.43262987	44
reindeer	reindeer	86095.2381	animal	reindeer	0.426587302	42
warthog	warthog	70761.90475999999	animal	warthog	0.281037415	42
donkey	donkey	59695.65217	animal	donkey	0.649456522	46
camel	camel	66608.69565	animal	camel	0.554347826	46
badger	badger	78181.81817999999	animal	badger	0.446428571	44
barnacle	barnacle	97641.02564	animal	barnacle	0.054487179	39
snake	snake	63069.76744	animal	snake	0.479651163	43
possum	possum	76974.35897	animal	possum	0.544413919	39
shrimp	shrimp	70622.22222	animal	shrimp	0.217460317	45
sea urchin	sea_urchin	91409.09091	animal	sea urchin	0.07711039	44
wolf	wolf	94377.77778	animal	wolf	0.749206349	45
peacock	peacock	87204.54544999999	animal	peacock	0.450081169	44
swan	swan	90125.0	animal	swan	0.457291667	40
snail	snail	94232.55814	animal	snail	0.299418605	43
sheep	sheep	88583.33333000001	animal	sheep	0.703125	48
koala	koala	77234.04255	animal	koala	0.513297872	47
iguana	iguana	72630.43478	animal	iguana	0.376811594	46
bee	bee	76978.26087	animal	bee	0.348990683	46
elephant	elephant	68577.77778	animal	elephant	0.738888889	45
cockatoo	cockatoo	104113.6364	animal	cockatoo	0.264204545	44
mole	mole	75450.0	animal	mole	0.352678571	40
cockroach	cockroach	70177.77778	animal	cockroach	0.201190476	45
deer	deer	81545.45455000001	animal	deer	0.727272727	44
raccoon	raccoon	100525.0	animal	raccoon	0.678511905	40
goldfish	goldfish	69340.90909	animal	goldfish	0.505925325	44
eel	eel	52000.0	animal	eel	0.18015873	42
eagle	eagle	70000.0	animal	eagle	0.598860182	47
hummingbird	hummingbird	62568.18182	animal	hummingbird	0.379058442	44
fly	fly	76621.62162	animal	fly	0.267857143	37
chicken	chicken2	79195.65217	animal	chicken (animal)	0.736024845	46
kangaroo	kangaroo	86521.73913	animal	kangaroo	0.602096273	46
squid	squid	80279.06977	animal	squid	0.24127907	43
pelican	pelican	74250.0	animal	pelican	0.323863636	44
hippopotamus	hippopotamus	91428.57143	animal	hippopotamus	0.517857143	42
lightning bug	lightning_bug	65106.38298000001	animal	lightning bug	0.136018237	47
monkey	monkey	76088.88889	animal	monkey	0.703703704	45
guinea pig	guinea_pig	88024.39024000001	animal	guinea pig	0.551829268	41
spider	spider	68477.27273	animal	spider	0.333712121	44
alligator	alligator	72914.89362	animal	alligator	0.45949848	47
goat	goat	81085.10638	animal	goat	0.70174772	47
antelope	antelope	57644.44444	animal	antelope	0.449206349	45
penguin	penguin	113128.2051	animal	penguin	0.580128205	39
beetle	beetle	108930.2326	animal	beetle	0.204318937	43
pheasant	pheasant	61642.85714	animal	pheasant	0.226190476	42
zebra	zebra	76565.21739	animal	zebra	0.648421325	46
jellyfish	jellyfish	65340.90909	animal	jellyfish	0.204410173	44
catfish	catfish	81418.60465000001	animal	catfish	0.312292359	43
bison	bison	96510.6383	animal	bison	0.424012158	47
seal	seal	69818.18182000001	animal	seal	0.443181818	44
fish	fish	63441.86047	animal	fish	0.552325581	43
hedgehog	hedgehog	68500.0	animal	hedgehog	0.410714286	44
pug	pug	61787.23404	animal	pug	0.602203647	47
tiger	tiger	82652.17391	animal	tiger	0.741977226	46
pony	pony	74413.04348	animal	pony	0.723369565	46
slug	slug	76813.95349	animal	slug	0.122093023	43
horse	horse	73414.63415	animal	horse	0.797735192	41
sardine	sardine	61875.0	animal	sardine	0.132589286	40
mosquito	mosquito	66121.95122	animal	mosquito	0.113240418	41
parrot	parrot	68659.57446999999	animal	parrot	0.530775076	47
beaver	beaver	65045.45455	animal	beaver	0.572646104	44
skunk	skunk	84000.0	animal	skunk	0.547745694	47
porcupine	porcupine	62720.93023	animal	porcupine	0.465503876	43
rabbit	rabbit	73369.56522	animal	rabbit	0.722049689	46
tick	tick	87638.29787000001	animal	tick	0.071808511	47
alpaca	alpaca	76840.90909	animal	alpaca	0.373106061	44
polar bear	polar_bear	93380.95238	animal	polar bear	0.616071429	42
gazelle	gazelle	84173.91304	animal	gazelle	0.418478261	46
dalmatian	dalmatian	60250.0	animal	dalmatian	0.519074675	44
wasp	wasp	66595.2381	animal	wasp	0.235119048	42
puffin	puffin	68177.77778	animal	puffin	0.183333333	45
lamb	lamb	53926.82927	animal	lamb	0.567944251	41
ladybug	ladybug	71093.02326	animal	ladybug	0.182807309	43
hamster	hamster	73891.89189	animal	hamster	0.587837838	37
yak	yak	87609.7561	animal	yak	0.215156794	41
duck	duck	60325.0	animal	duck	0.70625	40
cougar	cougar	66088.88889	animal	cougar	0.517063492	45
paint	paint	75372.09302	arts and crafts supply	paint	0.775747508	43
paintbrush	paintbrush	81302.32558	arts and crafts supply	paintbrush	0.769767442	43
marker	marker	82166.66666999999	arts and crafts supply	marker	0.651360544	42
palette	palette	82307.69231	arts and crafts supply	palette	0.451923077	39
stamp	stamp2	62340.42553	arts and crafts supply	stamp (mark)	0.354483283	47
cardboard	cardboard	78714.28571	arts and crafts supply	cardboard	0.429506803	42
wire cutters	wire_cutters	94368.42105	arts and crafts supply	wire cutters	0.244078947	38
thimble	thimble	87222.22222000001	arts and crafts supply	thimble	0.151587302	45
easel	easel	93761.90476	arts and crafts supply	easel	0.568452381	42
glue	glue	70204.54544999999	arts and crafts supply	glue	0.728760823	44
fountain pen	fountain_pen	86869.56522	arts and crafts supply	fountain pen	0.264492754	46
eraser	eraser	79681.81817999999	arts and crafts supply	eraser	0.44724026	44
patch	patch	65933.33333	arts and crafts supply	patch	0.221031746	45
pincushion	pincushion	78139.53488	arts and crafts supply	pincushion	0.247093023	43
clay	clay	63025.641030000006	arts and crafts supply	clay	0.563339438	39
pom-pom	pom-pom	74441.86047	arts and crafts supply	pom-pom	0.30730897	43
loom	loom	61761.90476	arts and crafts supply	loom	0.25297619	42
marble	marble	80744.18604999999	arts and crafts supply	marble	0.14244186	43
knitting needle	knitting_needle	74700.0	arts and crafts supply	knitting needle	0.395535714	40
pin	pin	86069.76744000001	arts and crafts supply	pin	0.365448505	43
sewing kit	sewing_kit	85581.39534999999	arts and crafts supply	sewing kit	0.437707641	43
pen	pen	77869.56522	arts and crafts supply	pen	0.472696687	46
thread	thread	95837.2093	arts and crafts supply	thread	0.445598007	43
ribbon	ribbon	69977.27273	arts and crafts supply	ribbon	0.534090909	44
scissors	scissors	73488.88889	arts and crafts supply	scissors	0.705687831	45
sewing machine	sewing_machine	90456.52174	arts and crafts supply	sewing machine	0.396273292	46
wrapping paper	wrapping_paper	75155.55556	arts and crafts supply	wrapping paper	0.244444444	45
pencil	pencil	73108.69565	arts and crafts supply	pencil	0.64363354	46
wire	wire	82422.22222	arts and crafts supply	wire	0.349206349	45
mold	mold1	82086.95652	arts and crafts supply	mold (container)	0.234083851	46
chisel	chisel	67704.54544999999	arts and crafts supply	chisel	0.183712121	44
canvas	canvas	89021.73913	arts and crafts supply	canvas	0.648809524	46
paper	paper	90400.0	arts and crafts supply	paper	0.662053571	40
yarn	yarn	63522.72727	arts and crafts supply	yarn	0.567911255	44
ink	ink	82127.65957	arts and crafts supply	ink	0.459219858	47
charcoal	charcoal	64613.63636	arts and crafts supply	charcoal	0.25974026	44
chalk	chalk	79090.90909	arts and crafts supply	chalk	0.455492424	44
bead	bead	74581.39534999999	arts and crafts supply	bead	0.566860465	43
needle	needle	90232.55814	arts and crafts supply	needle	0.363372093	43
button	button1	67295.45455000001	arts and crafts supply	button (textiles)	0.332251082	44
tape	tape	60166.66667	arts and crafts supply	tape	0.487599206	36
pencil sharpener	pencil_sharpener	71500.0	arts and crafts supply	pencil sharpener	0.341815476	40
sequin	sequin	77239.13043	arts and crafts supply	sequin	0.430124224	46
crayon	crayon	64170.73171	arts and crafts supply	crayon	0.720818815	41
skin	skin	86647.05881999999	body part	skin	0.296218487	34
neck	neck	71813.95349	body part	neck	0.579318937	43
nose	nose	71750.0	body part	nose	0.621347403	44
leg	leg	59447.36842	body part	leg	0.76268797	38
navel	navel	64756.75676	body part	navel	0.226351351	37
skull	skull	85911.11111	body part	skull	0.244444444	45
skeleton	skeleton	66707.31707	body part	skeleton	0.118902439	41
beard	beard	78613.63636	body part	beard	0.040178571	44
face	face	92615.38462	body part	face	0.539835165	39
mouth	mouth	88195.65217	body part	mouth	0.564440994	46
shoulder	shoulder	70891.30435	body part	shoulder	0.517468944	46
toe	toe	69697.67442	body part	toe	0.462209302	43
finger	finger	63872.34043	body part	finger	0.656534954	47
ankle	ankle	83119.04762	body part	ankle	0.404336735	42
torso	torso	66484.84848	body part	torso	0.262445887	33
knee	knee	68487.80488	body part	knee	0.542682927	41
elbow	elbow	73076.92308	body part	elbow	0.467948718	39
calf	calf2	80380.95238	body part	calf (leg)	0.431972789	42
mustache	mustache	77631.57895000001	body part	mustache	0.046052632	38
ear	ear	68071.42856999999	body part	ear	0.573979592	42
tongue	tongue	69800.0	body part	tongue	0.338392857	40
hip	hip	77238.09524000001	body part	hip	0.453656463	42
wrist	wrist	98380.95238	body part	wrist	0.415391156	42
tooth	tooth	77051.28205	body part	tooth	0.205128205	39
hair	hair	70531.91489	body part	hair	0.242021277	47
bone	bone	76295.45455000001	body part	bone	0.248376623	44
arm	arm	71418.60465000001	body part	arm	0.796511628	43
foot	foot	56357.14286	body part	foot	0.617772109	42
chest	chest1	82444.44443999999	body part	chest (body)	0.525396825	45
hand	hand	69214.28571	body part	hand	0.755952381	42
stomach	stomach	75069.76744000001	body part	stomach	0.386627907	43
eye	eye	85487.17949000001	body part	eye	0.573717949	39
chin	chin	66026.31579	body part	chin	0.375	38
thumb	thumb	84333.33333000001	body part	thumb	0.459608844	42
toaster	toaster	69022.72727	kitchen appliance	toaster	0.588068182	44
blender	blender	102363.6364	kitchen appliance	blender	0.536931818	44
toaster oven	toaster_oven	69590.90909	kitchen appliance	toaster oven	0.486877706	44
mixer	mixer	70581.39534999999	kitchen appliance	mixer	0.408637874	43
food processor	food_processor	80130.43478	kitchen appliance	food processor	0.37797619	46
cooker	cooker	78744.18604999999	kitchen appliance	cooker	0.270348837	43
slicer	slicer	65974.35897	kitchen appliance	slicer	0.141025641	39
water filter	water_filter	71000.0	kitchen appliance	water filter	0.150568182	44
stove	stove2	71311.11111	kitchen appliance	stove (heating)	0.65	45
dishwasher	dishwasher	62190.47619	kitchen appliance	dishwasher	0.646825397	42
freezer	freezer	88777.77777999999	kitchen appliance	freezer	0.509259259	45
coffeemaker	coffeemaker	90755.55556	kitchen appliance	coffeemaker	0.546296296	45
waffle iron	waffle_iron	83545.45455000001	kitchen appliance	waffle iron	0.230925325	44
microwave	microwave	69466.66666999999	kitchen appliance	microwave	0.70515873	45
juicer	juicer2	86609.7561	kitchen appliance	juicer (electrical)	0.219947735	41
hotplate	hotplate	103068.1818	kitchen appliance	hotplate	0.1875	44
oven	oven	76955.55556	kitchen appliance	oven	0.727777778	45
burner	burner	86790.69767	kitchen appliance	burner	0.273255814	43
icemaker	icemaker	70487.17949000001	kitchen appliance	icemaker	0.246794872	39
