targetWord,answerWord,wordPairing,iso_sim_img_img,iso_sim_img_txt
acorn,coconut,hard,0.8036084175109863,0.30706173181533813
acorn,key,easy,0.6262973546981812,0.1783413141965866
acorn,clothesline,distal,0.5662289261817932,0.15330520272254944
aloe,cactus,hard,0.7874063849449158,0.2744040787220001
aloe,bracket,easy,0.6800998449325562,0.16967147588729858
aloe,banner,distal,0.4430512487888336,0.1725199669599533
antenna,stem,hard,0.8164368271827698,0.2507783770561218
antenna,pinecone,easy,0.6870303750038147,0.21063680946826935
antenna,backgammon,distal,0.7202741503715515,0.21911610662937164
artichoke,leek,hard,0.7298474311828613,0.2953590750694275
artichoke,sunroof,easy,0.5360610485076904,0.18196624517440796
artichoke,cello,distal,0.5317350625991821,0.16476266086101532
bamboo,lumber,hard,0.6796101331710815,0.22623604536056519
bamboo,yacht,easy,0.5654245018959045,0.16645954549312592
bamboo,apron,distal,0.6200152635574341,0.19624033570289612
barrel,bucket,hard,0.7502814531326294,0.25750452280044556
barrel,shelf,easy,0.6507670879364014,0.2133660763502121
barrel,anteater,distal,0.6283800601959229,0.22014735639095306
blender,blind,hard,0.5623440742492676,0.24829384684562683
blender,mailbox,easy,0.6387556791305542,0.22794359922409058
blender,trampoline,distal,0.5803268551826477,0.19215361773967743
blower,burner,hard,0.6681967377662659,0.23075799643993378
blower,buggy,easy,0.6386253833770752,0.24645520746707916
blower,papaya,distal,0.5486149191856384,0.1716306507587433
bobsled,sidecar,hard,0.7679586410522461,0.2940097153186798
bobsled,dip,easy,0.51578688621521,0.1954576075077057
bobsled,cilantro,distal,0.65935218334198,0.23470266163349152
bouquet,centerpiece,hard,0.6744242906570435,0.19106003642082214
bouquet,bandanna,easy,0.757160484790802,0.18832284212112427
bouquet,submarine,distal,0.5931668281555176,0.13879172503948212
buffet,counter,hard,0.5494096875190735,0.21372246742248535
buffet,crib,easy,0.6018187999725342,0.20538955926895142
buffet,rhubarb,distal,0.7882674932479858,0.20529145002365112
bulldozer,tractor,hard,0.8112672567367554,0.22810815274715424
bulldozer,orange,easy,0.6135847568511963,0.2151416391134262
bulldozer,eggplant,distal,0.5863447785377502,0.18944786489009857
cake,dessert,hard,0.7977140545845032,0.21562865376472473
cake,refrigerator,easy,0.5720096826553345,0.19499516487121582
cake,battery,distal,0.5475828647613525,0.17315825819969177
candlestick,candle,hard,0.6962642073631287,0.24019885063171387
candlestick,egg,easy,0.6289580464363098,0.20159542560577393
candlestick,orangutan,distal,0.5774090886116028,0.18170064687728882
caramel,amber,hard,0.6386675238609314,0.2349456399679184
caramel,olive,easy,0.6779267191886902,0.1866724193096161
caramel,warthog,distal,0.6038517951965332,0.18468184769153595
carousel,carriage,hard,0.6438068747520447,0.24123229086399078
carousel,dish,easy,0.4950162172317505,0.1948619782924652
carousel,melon,distal,0.46871837973594666,0.15079966187477112
carrot,vegetable,hard,0.7251856327056885,0.21438449621200562
carrot,phone,easy,0.5515158772468567,0.18525612354278564
carrot,bathtub,distal,0.554171621799469,0.15604183077812195
cassette,tape,hard,0.8011400699615479,0.20775148272514343
cassette,book,easy,0.7073990702629089,0.2027302086353302
cassette,hammock,distal,0.6802799701690674,0.17607806622982025
cheese,butter,hard,0.8366996049880981,0.2724892199039459
cheese,mud,easy,0.4580787420272827,0.19891779124736786
cheese,hippopotamus,distal,0.5954378843307495,0.20520630478858948
cloak,hood,hard,0.7642759680747986,0.26919370889663696
cloak,cinnamon,easy,0.5680679082870483,0.19657307863235474
cloak,jellyfish,distal,0.6076661944389343,0.18790389597415924
clothespin,toothpick,hard,0.7809731364250183,0.2742924392223358
clothespin,volleyball,easy,0.6353849768638611,0.1696593314409256
clothespin,fondue,distal,0.7197569608688354,0.16764786839485168
coaster,card,hard,0.6734976768493652,0.229792982339859
coaster,painting,easy,0.6948540806770325,0.18318507075309753
coaster,hummingbird,distal,0.6013971567153931,0.20249755680561066
cork,jersey,hard,0.5814829468727112,0.2148546278476715
cork,skateboard,easy,0.6519117951393127,0.22417208552360535
cork,mascara,distal,0.6704030632972717,0.201446995139122
cornbread,corn,hard,0.7130302786827087,0.2726193964481354
cornbread,wreath,easy,0.5744388699531555,0.19045548141002655
cornbread,organ,distal,0.5434377789497375,0.17286990582942963
corset,harness,hard,0.6425679326057434,0.18546505272388458
corset,mantle,easy,0.7348113656044006,0.15020418167114258
corset,bonsai,distal,0.6747452020645142,0.12513002753257751
cymbal,mallet,hard,0.5543079376220703,0.2462177574634552
cymbal,kaleidoscope,easy,0.4568752944469452,0.22626367211341858
cymbal,ferry,distal,0.39327383041381836,0.1756094992160797
dumpling,meatball,hard,0.6443349719047546,0.24287563562393188
dumpling,rocket,easy,0.5692963600158691,0.17917928099632263
dumpling,coyote,distal,0.6463828086853027,0.1913357377052307
elbow,arm,hard,0.8043768405914307,0.23594623804092407
elbow,bed,easy,0.6920202970504761,0.21817168593406677
elbow,gorilla,distal,0.7365987300872803,0.2079727053642273
fan,album,hard,0.6069607734680176,0.20799969136714935
fan,boulder,easy,0.6297770738601685,0.22745460271835327
fan,chipmunk,distal,0.6640963554382324,0.21021106839179993
flan,fuse,hard,0.5761207938194275,0.15873414278030396
flan,amplifier,easy,0.6492840051651001,0.19153915345668793
flan,turnstile,distal,0.627556324005127,0.1783227026462555
foam,float,hard,0.6521062850952148,0.18780875205993652
foam,quilt,easy,0.6704927086830139,0.19250209629535675
foam,asparagus,distal,0.5309638381004333,0.1733095794916153
footbath,trough,hard,0.6248601078987122,0.223947212100029
footbath,vest,easy,0.5480597019195557,0.1579277664422989
footbath,rhinoceros,distal,0.5851734280586243,0.18013514578342438
fox,wolf,hard,0.7915010452270508,0.23778590559959412
fox,reindeer,easy,0.7488179206848145,0.21805104613304138
fox,harmonica,distal,0.5145354270935059,0.17284873127937317
freezer,cooler,hard,0.9062942266464233,0.2477979063987732
freezer,nest,easy,0.6038992404937744,0.19369296729564667
freezer,binoculars,distal,0.6738259196281433,0.16975867748260498
fruitcake,fudge,hard,0.7417852878570557,0.23736196756362915
fruitcake,dough,easy,0.6412086486816406,0.20091043412685394
fruitcake,anvil,distal,0.5778511762619019,0.20307204127311707
gondola,trolley,hard,0.5033587217330933,0.26544389128685
gondola,clipboard,easy,0.5688027143478394,0.16367678344249725
gondola,charger,distal,0.5402527451515198,0.20660369098186493
grate,crate,hard,0.6108805537223816,0.19670869410037994
grate,reel,easy,0.6931660771369934,0.21419191360473633
grate,tuba,distal,0.6027282476425171,0.21513499319553375
gutter,filter,hard,0.7122198343276978,0.20534402132034302
gutter,almond,easy,0.6565287709236145,0.18773052096366882
gutter,porthole,distal,0.5996642112731934,0.20681989192962646
hamster,rabbit,hard,0.8363869190216064,0.23734150826931
hamster,tadpole,easy,0.5871972441673279,0.18126234412193298
hamster,skirt,distal,0.5252608060836792,0.17219772934913635
headdress,crown,hard,0.6035408973693848,0.2368713617324829
headdress,poster,easy,0.5253783464431763,0.1813962757587433
headdress,mango,distal,0.6218600869178772,0.21516048908233643
hedgehog,owl,hard,0.7725379467010498,0.21651366353034973
hedgehog,iguana,easy,0.7501012086868286,0.21324115991592407
hedgehog,dumbwaiter,distal,0.5316655039787292,0.19421175122261047
hoe,peg,hard,0.688571035861969,0.21393680572509766
hoe,dustpan,easy,0.7618383169174194,0.2827514708042145
hoe,beaker,distal,0.6577654480934143,0.21000100672245026
hopscotch,chalk,hard,0.7180541753768921,0.21396255493164062
hopscotch,funnel,easy,0.6793809533119202,0.19862575829029083
hopscotch,jug,distal,0.5317274332046509,0.1581249237060547
horn,bone,hard,0.7061301469802856,0.24497397243976593
horn,chin,easy,0.6563886404037476,0.23834428191184998
horn,ladybug,distal,0.6643738746643066,0.22336752712726593
kimono,cardigan,hard,0.6537392139434814,0.16623970866203308
kimono,turntable,easy,0.5828444957733154,0.1453089416027069
kimono,cable,distal,0.5301235914230347,0.1209779754281044
koala,panda,hard,0.7756547927856445,0.23858880996704102
koala,bee,easy,0.6619961261749268,0.1713935285806656
koala,backscratcher,distal,0.5750339031219482,0.14892330765724182
latch,lock,hard,0.8278762102127075,0.27589669823646545
latch,microwave,easy,0.7611932754516602,0.24382087588310242
latch,umbrella,distal,0.668236494064331,0.20113398134708405
locker,cabinet,hard,0.569506824016571,0.2043050229549408
locker,basket,easy,0.5832452774047852,0.19407342374324799
locker,gargoyle,distal,0.6207560896873474,0.19362598657608032
lollipop,candy,hard,0.7311676144599915,0.22132284939289093
lollipop,doorbell,easy,0.6407538056373596,0.1587369441986084
lollipop,crumb,distal,0.6839821338653564,0.16407132148742676
mandolin,gourd,hard,0.6530319452285767,0.23225116729736328
mandolin,mast,easy,0.5638455152511597,0.198876291513443
mandolin,seismograph,distal,0.6192986965179443,0.16394323110580444
map,marker,hard,0.771366536617279,0.18205425143241882
map,ruby,easy,0.7098163366317749,0.19346898794174194
map,dishwasher,distal,0.7116913199424744,0.16346368193626404
marshmallow,snowball,hard,0.7766791582107544,0.26975056529045105
marshmallow,dryer,easy,0.7526892423629761,0.20414908230304718
marshmallow,rooster,distal,0.5701873302459717,0.15299715101718903
mulch,compost,hard,0.6966331601142883,0.2455882579088211
mulch,clarinet,easy,0.6506020426750183,0.2023029774427414
mulch,lantern,distal,0.6464768052101135,0.19205425679683685
net,tee,hard,0.7094143629074097,0.1774391084909439
net,domino,easy,0.6382930874824524,0.17938505113124847
net,hydrant,distal,0.6483848690986633,0.15652617812156677
oatmeal,cereal,hard,0.7143532037734985,0.2787916958332062
oatmeal,collar,easy,0.6522801518440247,0.20575378835201263
oatmeal,aquarium,distal,0.6571401953697205,0.16983336210250854
oil,gel,hard,0.7240425944328308,0.20170660316944122
oil,grain,easy,0.603312611579895,0.22234715521335602
oil,bassinet,distal,0.649597704410553,0.17815068364143372
omelet,pancake,hard,0.7934026122093201,0.23786327242851257
omelet,clay,easy,0.6175425052642822,0.21623073518276215
omelet,trunk,distal,0.5382180213928223,0.1326674520969391
otter,beaver,hard,0.8860025405883789,0.26790961623191833
otter,goose,easy,0.75368732213974,0.17419256269931793
otter,tablecloth,distal,0.6196021437644958,0.19472810626029968
pajamas,pants,hard,0.7996236085891724,0.2183978259563446
pajamas,cage,easy,0.5870227813720703,0.16921567916870117
pajamas,groundhog,distal,0.5091668963432312,0.17185638844966888
parsley,basil,hard,0.6960116624832153,0.27493202686309814
parsley,tiara,easy,0.535767674446106,0.19938991963863373
parsley,kayak,distal,0.4862419366836548,0.1747899055480957
pie,pizza,hard,0.6631031632423401,0.2555594742298126
pie,flashlight,easy,0.6433056592941284,0.17811128497123718
pie,sweater,distal,0.6974822282791138,0.1852489411830902
pistachio,avocado,hard,0.7714428305625916,0.2532133162021637
pistachio,taco,easy,0.5372216701507568,0.17645445466041565
pistachio,bagpipe,distal,0.5735315084457397,0.1685314029455185
